Category,Location,Map,Names,Permit
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1501 COLUMBIA RD NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1501 COLUMBIA RD NW WASHINGTON, DC 20009",SF-National Baptist Memorial Church,?a=inspections&permitID=189001
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t900 4TH ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=900 4TH ST SW WASHINGTON, DC 20024",SF-National Conservatory of Arts,?a=inspections&permitID=188924
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2801 7TH ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=2801 7TH ST NE WASHINGTON, DC 20017",SF-New Dimension,?a=inspections&permitID=189218
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2642 BARNEY PL SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2642 BARNEY PL SE WASHINGTON, DC 20020",SF-New Parkchester Housing Coop.,?a=inspections&permitID=189146
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3431 BENNING RD NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=3431 BENNING RD NE WASHINGTON, DC 20019",SF-North East  Performing,?a=inspections&permitID=189168
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1333 EMERSON ST NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1333 EMERSON ST NE WASHINGTON, DC 20017",SF-North Michigan Park,?a=inspections&permitID=189219
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2725 10TH ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=2725 10TH ST NE WASHINGTON, DC 20018",SF-Noyes Elementary School,?a=inspections&permitID=189071
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t615 MORTON ST NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=615 MORTON ST NW WASHINGTON, DC 20010",SF-Park Morton HA,?a=inspections&permitID=189096
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2574 NAYLOR RD SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=2574 NAYLOR RD SE WASHINGTON, DC 20019",SF-Park Naylor Community Center,?a=inspections&permitID=188965
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t800 SOUTHERN AVE SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=800 SOUTHERN AVE SE WASHINGTON, DC 20032",SF-Park Southern,?a=inspections&permitID=188988
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t693 OTIS PL NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=693 OTIS PL NW WASHINGTON, DC 20010",SF-Parkview Recreation Center,?a=inspections&permitID=189098
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4399 SOUTH CAPITOL TER SW WASHINGTON, DC 20032']","http://maps.google.com/maps?q=4399 SOUTH CAPITOL TER SW WASHINGTON, DC 20032",SF-Patterson ES,?a=inspections&permitID=188916
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1333 H ST NE Washington, DC 20002']","http://maps.google.com/maps?q=1333 H ST NE Washington, DC 20002",SF-Performance-City at Peace,?a=inspections&permitID=189153
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t128 M ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=128 M ST NW WASHINGTON, DC 20001",SF-Perry School Community Services,?a=inspections&permitID=189107
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4200 KANSAS AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=4200 KANSAS AVE NW WASHINGTON, DC 20011",SF-Petworth Library,?a=inspections&permitID=189081
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t801 TAYLOR ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=801 TAYLOR ST NW WASHINGTON, DC 20011",SF-Petworth Recreation Center,?a=inspections&permitID=189078
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t704 26TH ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=704 26TH ST NE WASHINGTON, DC 20002","SF-Phelps Architecture, Construction and Engineeri",?a=inspections&permitID=188943
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t700 I ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=700 I ST NE WASHINGTON, DC 20002",SF-Pilgrim Baptist,?a=inspections&permitID=189170
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4601 TEXAS AVE SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=4601 TEXAS AVE SE WASHINGTON, DC 20019",SF-Plummer Elementary School,?a=inspections&permitID=188961
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1615 OLIVE ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=1615 OLIVE ST NE WASHINGTON, DC 20019",SF-RCCG New Wine Assembly,?a=inspections&permitID=188886
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t155 L ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=155 L ST NW WASHINGTON, DC 20001",SF-RH Terrell/Walker Jones Recreation Center,?a=inspections&permitID=188912
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2300 WASHINGTON PL NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=2300 WASHINGTON PL NE WASHINGTON, DC 20018",SF-Rhode Island Row Farmers,?a=inspections&permitID=189208
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t770 M ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=770 M ST SE WASHINGTON, DC 20003",SF-Richard Wright PCS,?a=inspections&permitID=189225
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t800 RIDGE RD SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=800 RIDGE RD SE WASHINGTON, DC 20019",SF-Ridge Road Rec Center,?a=inspections&permitID=189254
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t501 RIGGS RD NE WASHINGTON, DC 20011']","http://maps.google.com/maps?q=501 RIGGS RD NE WASHINGTON, DC 20011",SF-Riggs LaSalle Recreation Center,?a=inspections&permitID=189239
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t405 ANACOSTIA AVE NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=405 ANACOSTIA AVE NE WASHINGTON, DC 20019",SF-River Terrace Education Campus,?a=inspections&permitID=189172
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4301 13TH ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=4301 13TH ST NW WASHINGTON, DC 20011",SF-Roosevelt HS @ MacFarland,?a=inspections&permitID=188901
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1701 GALES ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1701 GALES ST NE WASHINGTON, DC 20002",SF-Rosedale Recreation Center,?a=inspections&permitID=189215
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t5109 NANNIE HELEN BURROUGHS AVE NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=5109 NANNIE HELEN BURROUGHS AVE NE WASHINGTON, DC 20019",SF-Sargent Memorial Presbyterian Church (Daybreak,?a=inspections&permitID=188896
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t820 SOUTH CAPITOL ST SW WASHINGTON, DC 20003']","http://maps.google.com/maps?q=820 SOUTH CAPITOL ST SW WASHINGTON, DC 20003",SF-Sasha Bruce Youthwork-Randall Community Center,?a=inspections&permitID=188920
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t301 NEW YORK AVE NW WASHINGTON, DC 20016']","http://maps.google.com/maps?q=301 NEW YORK AVE NW WASHINGTON, DC 20016",SF-Sasha Bruce Youthworks-Richardson Youth Center,?a=inspections&permitID=188945
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1022 MARYLAND AVE NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1022 MARYLAND AVE NE WASHINGTON, DC 20002",SF-Sasha Bruce-Youthwork,?a=inspections&permitID=189151
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t260 54TH ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=260 54TH ST NE WASHINGTON, DC 20019",SF-Sasha Bruce-Youthwork,?a=inspections&permitID=189116
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2400 SHANNON PL SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=2400 SHANNON PL SE WASHINGTON, DC 20019",SF-Savoy Elementary School,?a=inspections&permitID=189232
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2909 PENNSYLVANIA AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2909 PENNSYLVANIA AVE SE WASHINGTON, DC 20020",SF-SE White House / DC Dream Center,?a=inspections&permitID=189253
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1503 10TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1503 10TH ST NW WASHINGTON, DC 20001",SF-Seaton Elementary School,?a=inspections&permitID=188899
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1701 11TH ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1701 11TH ST NW WASHINGTON, DC 20009",SF-Shaw Community Center,?a=inspections&permitID=189049
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t640 10TH ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=640 10TH ST NE WASHINGTON, DC 20002",SF-Sherwood  Receation Center,?a=inspections&permitID=189167
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3650 ELY PL SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=3650 ELY PL SE WASHINGTON, DC 20019",SF-Sousa Middle School,?a=inspections&permitID=188962
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t701 MISSISSIPPI AVE SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=701 MISSISSIPPI AVE SE WASHINGTON, DC 20032",SF-Southeast Tennis and Learning Center,?a=inspections&permitID=188991
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t900 WESLEY PL SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=900 WESLEY PL SW WASHINGTON, DC 20024",SF-Southwest Public Library,?a=inspections&permitID=188922
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t8008 EASTERN AVE NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=8008 EASTERN AVE NW WASHINGTON, DC 20012",SF-St. Mary's Baptist Church,?a=inspections&permitID=189044
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2701 NAYLOR RD SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2701 NAYLOR RD SE WASHINGTON, DC 20020",SF-Stanton ES,?a=inspections&permitID=189032
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t155 RIDGE RD SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=155 RIDGE RD SE WASHINGTON, DC 20019",SF-Stoddert Terrace / Ft Dupont (HA),?a=inspections&permitID=189255
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t410 E ST NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=410 E ST NE WASHINGTON, DC 20002",SF-Stuart-Hobson MS (Capitol Hill Cluster),?a=inspections&permitID=188950
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1501 HALF ST SW WASHINGTON, DC 20024']","http://maps.google.com/maps?q=1501 HALF ST SW WASHINGTON, DC 20024",SF-Syphax Garden Resident Council (HA),?a=inspections&permitID=188928
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t300 VAN BUREN ST NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=300 VAN BUREN ST NW WASHINGTON, DC 20012",SF-Takoma Community Center,?a=inspections&permitID=188995
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7010 PINEY BRANCH RD NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=7010 PINEY BRANCH RD NW WASHINGTON, DC 20012",SF-Takoma Education Campus,?a=inspections&permitID=188898
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t301 NEW YORK AVE NW WASHINGTON, DC 20016']","http://maps.google.com/maps?q=301 NEW YORK AVE NW WASHINGTON, DC 20016",SF-Tech Prep Academy,?a=inspections&permitID=188976
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2512 SHERIDAN RD SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2512 SHERIDAN RD SE WASHINGTON, DC 20020",SF-The Children's Center,?a=inspections&permitID=189231
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6218 3RD ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=6218 3RD ST NW WASHINGTON, DC 20011",SF-The Davis Center,?a=inspections&permitID=188993
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2701 13TH ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=2701 13TH ST NW WASHINGTON, DC 20009",SF-The Greater First Baptist Church,?a=inspections&permitID=188900
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t439 12TH ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=439 12TH ST SE WASHINGTON, DC 20003",SF-The Holy Temple Church of Christ,?a=inspections&permitID=189230
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t601 50TH ST NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=601 50TH ST NE WASHINGTON, DC 20019",SF-The Monroe School,?a=inspections&permitID=188934
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1507 BENNING RD NE WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1507 BENNING RD NE WASHINGTON, DC 20002",SF-The Pentacle Community Center,?a=inspections&permitID=188948
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3201 FORT LINCOLN DR NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=3201 FORT LINCOLN DR NE WASHINGTON, DC 20018",SF-Theodore Hagans Cultural Center,?a=inspections&permitID=189243
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3030 G ST SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=3030 G ST SE WASHINGTON, DC 20019",SF-Theraputic Recreation Center,?a=inspections&permitID=189139
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t650 ANACOSTIA AVE NE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=650 ANACOSTIA AVE NE WASHINGTON, DC 20019",SF-Thomson Elementary School,?a=inspections&permitID=188891
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1214 I ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=1214 I ST SE WASHINGTON, DC 20003",SF-Total Family Care Coalition(HA),?a=inspections&permitID=189118
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t750 6TH ST SE WASHINGTON, DC 20003']","http://maps.google.com/maps?q=750 6TH ST SE WASHINGTON, DC 20003",SF-Townhomes on Capital Hill,?a=inspections&permitID=189227
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1310 CHILDRESS ST WASHINGTON, DC 20002']","http://maps.google.com/maps?q=1310 CHILDRESS ST WASHINGTON, DC 20002",SF-Trinidad Community Center,?a=inspections&permitID=189242
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t7005 PINEY BRANCH RD NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=7005 PINEY BRANCH RD NW WASHINGTON, DC 20012",SF-Trinity Episcopal Church,?a=inspections&permitID=188897
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t800 INGRAHAM ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=800 INGRAHAM ST NW WASHINGTON, DC 20011",SF-Truesdell EC,?a=inspections&permitID=189028
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3101 13TH ST NW WASHINGTON, DC 20010']","http://maps.google.com/maps?q=3101 13TH ST NW WASHINGTON, DC 20010",SF-Tubman Elementary School,?a=inspections&permitID=189016
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1100 MICHIGAN AVE NE WASHINGTON, DC 20017']","http://maps.google.com/maps?q=1100 MICHIGAN AVE NE WASHINGTON, DC 20017",SF-Turkey Thicket,?a=inspections&permitID=189211
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6906 4TH ST NW WASHINGTON, DC 20012']","http://maps.google.com/maps?q=6906 4TH ST NW WASHINGTON, DC 20012",SF-Tutoring Cafe,?a=inspections&permitID=188994
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4300 ARKANSAS AVE NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=4300 ARKANSAS AVE NW WASHINGTON, DC 20011",SF-Upshur Recreation Center,?a=inspections&permitID=189076
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2225 4TH ST NW WASHINGTON, DC 20059']","http://maps.google.com/maps?q=2225 4TH ST NW WASHINGTON, DC 20059",SF-Upward Bound Program @ Howard,?a=inspections&permitID=189070
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2041 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2041 MARTIN LUTHER KING JR AVE SE WASHINGTON, DC 20020","SF-Urban Ed, Inc",?a=inspections&permitID=188980
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2130 MINNESOTA AVE SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2130 MINNESOTA AVE SE WASHINGTON, DC 20020",SF-Vee's Early Education Center,?a=inspections&permitID=189261
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1125 NEW JERSEY AVE NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1125 NEW JERSEY AVE NW WASHINGTON, DC 20001",SF-Walker Jones EC,?a=inspections&permitID=189051
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1350 CLIFTON ST NW WASHINGTON, DC 20009']","http://maps.google.com/maps?q=1350 CLIFTON ST NW WASHINGTON, DC 20009",SF-Wardman Court Community Center,?a=inspections&permitID=189066
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t200 STODDERT PL SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=200 STODDERT PL SE WASHINGTON, DC 20019",SF-Washington  Tennis  and Educaton  Foundation,?a=inspections&permitID=189138
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3675 Ely PL SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=3675 Ely PL SE WASHINGTON, DC 20019",SF-Washington Nationals Youth Baseball Academy,?a=inspections&permitID=189135
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1604 MORRIS RD SE WASHINGTON, DC 20019']","http://maps.google.com/maps?q=1604 MORRIS RD SE WASHINGTON, DC 20019",SF-Washington School for Girls-The View,?a=inspections&permitID=189144
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1630 7TH ST NW WASHINGTON, DC 20001']","http://maps.google.com/maps?q=1630 7TH ST NW WASHINGTON, DC 20001",SF-Watha T. Daniel/Shaw Neighborhood Library,?a=inspections&permitID=188911
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1338 FARRAGUT ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=1338 FARRAGUT ST NW WASHINGTON, DC 20011",SF-West EC,?a=inspections&permitID=189006
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t6201 5TH ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=6201 5TH ST NW WASHINGTON, DC 20011",SF-Whitter Education Campus,?a=inspections&permitID=188992
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3630 22ND ST SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=3630 22ND ST SE WASHINGTON, DC 20020",SF-William C. Smith,?a=inspections&permitID=189176
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t115 ATLANTIC ST SW WASHINGTON, DC 20032']","http://maps.google.com/maps?q=115 ATLANTIC ST SW WASHINGTON, DC 20032",SF-William O Lockridge/Bellevue Library,?a=inspections&permitID=188921
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t3920 ALTON PL NW WASHINGTON, DC 20016']","http://maps.google.com/maps?q=3920 ALTON PL NW WASHINGTON, DC 20016",SF-Wisconsin Ave Baptist Church,?a=inspections&permitID=189075
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2959 CARLTON AVE NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=2959 CARLTON AVE NE WASHINGTON, DC 20018",SF-Woodbridge Elementary and Middle,?a=inspections&permitID=188935
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2310 AINGER PL SE WASHINGTON, DC 20020']","http://maps.google.com/maps?q=2310 AINGER PL SE WASHINGTON, DC 20020",SF-Woodland Terrace (HA),?a=inspections&permitID=189034
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t301 NEW YORK AVE NW WASHINGTON, DC 20016']","http://maps.google.com/maps?q=301 NEW YORK AVE NW WASHINGTON, DC 20016","SF-Woodson, H.D. High School",?a=inspections&permitID=188890
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t818 SOUTHERN AVE SE WASHINGTON, DC 20032']","http://maps.google.com/maps?q=818 SOUTHERN AVE SE WASHINGTON, DC 20032",SF-YMCA @ Avalon Vesta,?a=inspections&permitID=188989
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1906 ALLISON ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=1906 ALLISON ST NE WASHINGTON, DC 20018",SF-YMCA Calomiris  1,?a=inspections&permitID=189192
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t1918 ALLISON ST NE WASHINGTON, DC 20018']","http://maps.google.com/maps?q=1918 ALLISON ST NE WASHINGTON, DC 20018",SF-YMCA Calomiris  2,?a=inspections&permitID=189193
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t78 U ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=78 U ST NW WASHINGTON, DC 20011",SF-Young Ladies of Tomorrow,?a=inspections&permitID=189069
[u'\r\n\t\t\t\tType: Unlicensed Food \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t4913 14TH ST NW WASHINGTON, DC 20011']","http://maps.google.com/maps?q=4913 14TH ST NW WASHINGTON, DC 20011",SF-Your Community Center,?a=inspections&permitID=189082
[u'\r\n\t\t\t\tType: Restaurant Total \r\n\r\n\t\t\t\t'],"[u'\r\n\t\t\t\t2131 K ST NW WASHINGTON, DC 20037']","http://maps.google.com/maps?q=2131 K ST NW WASHINGTON, DC 20037",SHADOW ROOM (n),?a=inspections&permitID=5333
